goods_name,address,picture,stock,price,description,tip,creat_time,update_time,market_time,hold_time,category,star_id
北京爆笑感动精品喜剧《爱的十二时辰》全国巡演西安站,西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01HL0xDz2GdSNop8tYs_!!2251059038.png,93,90,,初相遇剧场·南门王府井�?2022-05-01 03:24:11,2022/5/10 3:24,2022/6/7 3:24,2022/12/3 3:24,2,1,
第六届天桥·华人春天艺术节音乐剧《四两青春�?北京,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01TtdmH72GdSNeqFKW2_!!0-item_pic.jpg,100,860,,天桥艺术中心-大剧�?2022-04-10 16:29:29,2022/4/16 16:29,2022/5/9 16:29,2023/3/6 16:29,2,1,,
�?022悬疑剧场�?百老汇经典悬疑惊悚�?《维罗妮卡的房间�?宁波,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01c3sRrD2GdSO8Pyz9k_!!2251059038.jpg,96,460,,宁波文化广场大剧�?2022-02-18 13:45:51,2022/2/27 13:45,2022/3/21 13:45,2022/12/22 13:45,2,2,,
开心麻花爆笑舞台剧《婿事待发�?太原,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01lyITGv2GdSOD1WWmW_!!2251059038.jpg,39,190,,山西大剧�?2022-06-01 02:40:24,2022/6/11 2:40,2022/7/6 2:40,2022/12/21 2:40,2,1,,
至乐汇荒诞喜剧《驴得水Mr.Donkey�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01V5OPoL2GdSNqtfZhJ_!!2251059038.png,22,580,,江苏大剧�?-戏剧�?2022-02-14 16:33:04,2022/2/21 16:33,2022/3/22 16:33,2022/5/31 16:33,2,1,,
【第十一届西安戏剧节 先锋领地单元】梅婷主演｜孟京辉全新先锋话剧《红与黑�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01G9qU7W2GdSNgXslbF_!!2251059038.png,52,840,,陕西大剧�?歌剧�?2022-01-21 02:46:43,2022/1/21 2:46,2022/2/14 2:46,2022/5/4 2:46,2,2,,
6�?7-18日中文原创音乐剧《人间失格�?福州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01PNdDMW2GdSNxq5eCN_!!2251059038.png,24,710,,福州海峡文化艺术中心-歌剧�?2022-06-05 14:31:46,2022/6/8 14:31,2022/6/22 14:31,2023/4/18 14:31,2,2,,
北京爆笑感动沉浸式话剧《夜未央�? 西安隆重登场�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01l5ot0j2GdSNbVuvYn_!!2251059038.png,94,200,,初相遇剧场·南门王府井�?2022-04-22 22:28:01,2022/4/29 22:28,2022/5/18 22:28,2022/8/16 22:28,2,2,,
开心麻花爆笑舞台剧《飞谎腾达�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01gkJxPe2GdSLQluq1Q_!!2251059038.png,34,120,,开心麻花·环球汇剧场,2022/1/16 14:54,2022/1/21 14:54,2022/2/3 14:54,2022/3/22 14:54,2,1,
开心麻花王牌舞台剧《乌龙山伯爵�?东莞,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01ghHNuF2GdSNhjihvI_!!0-item_pic.jpg,51,220,,东莞市文化馆星剧�?2022-04-14 21:48:40,2022/4/21 21:48,2022/5/16 21:48,2022/9/8 21:48,2,2,,
法国存在主义大师、自由情侣波伏娃和萨特的来生告白——小剧场话剧《第二性�?郑州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01SXhOv32GdSNzDxg43_!!2251059038.png,10,170,,所有人剧场·会展中心永威木色�?2022-03-18 00:44:44,2022/3/27 0:44,2022/4/9 0:44,2022/5/16 0:44,2,1,,
音乐剧《诗经·采薇�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01XaNyT22GdSNfiepE7_!!2251059038.jpg,74,290,,北京国测国际会议会展中心,2022/4/13 10:57,2022/4/19 10:57,2022/5/12 10:57,2023/4/7 10:57,2,1,
重庆逗乐坊相声专场（北仓艺术空间�?重庆,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01UR5glt2GdSOEhTIck_!!0-item_pic.jpg,76,470,,北仓艺术空间,2022/3/6 19:15,2022/3/6 19:15,2022/3/21 19:15,2022/10/13 19:15,2,2,
2022.4.23-24唐诗逸主演舞剧《昭君�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN015mYfJV2GdSNiCzyPC_!!2251059038.png,22,210,,陕西大剧�?歌剧�?2022-02-04 13:35:03,2022/2/14 13:35,2022/3/3 13:35,2023/2/26 13:35,2,2,,
李响原创舞台剧《影·响�?武汉,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01IvXX9h2GdSNbRBpwd_!!2251059038.png,39,870,,武汉剧院,2022/5/15 2:26,2022/5/22 2:26,2022/6/18 2:26,2022/10/15 2:26,2,1,
孟京辉戏剧作品《恋爱的犀牛�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01gzBGPW2GdSNb9NRb8_!!2251059038.png,65,200,,广东省友谊剧�?2022-03-26 20:29:59,2022/4/2 20:29,2022/5/1 20:29,2022/9/7 20:29,2,2,,
开心麻花经典爆笑大戏《贼想得到你�?重庆,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN010SWwnT2GdSNwrR8XH_!!2-item_pic.png,65,180,,重庆群星剧院,2022/2/9 0:00,2022/2/9 0:00,2022/3/3 0:00,2022/7/17 0:00,2,1,
顺义大剧院话剧《人世间�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01y5cPsO2GdSNgca14P_!!2251059038.jpg,91,150,,顺义大剧�?2022-06-28 18:43:55,2022/7/6 18:43,2022/7/18 18:43,2023/3/30 18:43,2,2,,
杨丽萍作品·大型舞剧《春之祭�?上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN016g6d6j2GdSO4fEz5w_!!2251059038.png,30,580,,东方艺术中心-歌剧�?2022-03-28 04:59:46,2022/3/28 4:59,2022/4/23 4:59,2022/8/26 4:59,2,1,,
音乐剧《也许美好结局》中文版（武汉站�?武汉,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01KWM4Gy2GdSNvc5evs_!!2251059038.png,45,60,,武汉琴台大剧�?2022-02-24 02:28:05,2022/2/24 2:28,2022/3/26 2:28,2022/6/22 2:28,2,2,,
鼓楼西戏�?× 爱奇艺“拨开迷雾”剧场系�?1 号作�? 心理悬疑剧《坏小孩�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01AUyCVb2GdSNpr3wUT_!!2251059038.jpg,86,560,,杭州剧院,2022/5/15 9:53,2022/5/17 9:53,2022/6/13 9:53,2023/6/5 9:53,2,2,
凡创润心•唯美矩�?上海歌舞团舞剧《朱鹮�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Xgsu1T2GdSNVJNE7l_!!2251059038.jpg,33,810,,杭州大剧�?歌剧�?,2022/7/6 9:17,2022/7/10 9:17,2022/7/29 9:17,2022/11/17 9:17,2,1,
【端午假�?套票优惠】一弛经�?声优戏剧巅峰作品《三昧�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01NylQAU2GdSNoZuNyR_!!2251059038.png,92,120,,杭州东坡大剧�?2022-06-05 09:37:03,2022/6/7 9:37,2022/6/28 9:37,2023/2/24 9:37,2,1,,
跨圈突破•李响出演原创舞台剧《影•响�?佛山,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01XvEews2GdSOGR43oi_!!2251059038.jpg,14,860,,佛山琼花大剧�?2022-06-28 14:21:41,2022/7/4 14:21,2022/7/29 14:21,2023/3/19 14:21,2,1,,
白举纲、刘令飞领衔主演 中文原创音乐剧《人间失格》（杭州站）,杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01AtwUNv2GdSNXQNAnP_!!2251059038.jpg,32,840,,杭州临平大剧�?2022-06-25 15:16:52,2022/7/1 15:16,2022/7/23 15:16,2023/3/18 15:16,2,1,
明天会更�?第二届华语音乐剧大赏线上,北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01pXk5L62GdSNkAwOEM_!!2251059038.jpg,44,520,淘麦VIP会员积分兑券购票�?8�?请到大麦APP和优酷APP观看,2022/1/19 5:25,2022/1/22 5:25,2022/2/1 5:25,2022/4/26 5:25,2,2,
音乐剧《隐秘的角落�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01Z5wyZ62GdSNYRem24_!!2251059038.jpg,60,500,,杭州大剧�?歌剧�?,2022/3/20 21:17,2022/3/22 21:17,2022/4/1 21:17,2022/11/24 21:17,2,2,
开心麻花奇幻爆笑舞台剧《动物视界》—温州站,温州,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01TGcm1h2GdSO01uMSh_!!2-item_pic.png,59,480,,温州大剧�?2022-01-25 11:32:06,2022/2/3 11:32,2022/3/5 11:32,2022/7/8 11:32,2,2,
李响原创舞台剧《影·响�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01CxIpMm2GdSO9fxU6d_!!2251059038.png,75,690,,四川大剧�?大剧�?2022-06-02 08:03:54,2022/6/5 8:03,2022/6/22 8:03,2022/11/24 8:03,2,1,,
唐诗逸领衔主�?民族舞剧《昭君�?南宁,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01aPIrs42GdSNxI1P2d_!!2251059038.jpg,71,420,,南宁剧场,2022/1/29 10:44,2022/2/7 10:44,2022/2/27 10:44,2022/6/17 10:44,2,1,
南京市文旅消费政府补贴剧�?2022南京戏剧节·天津人民艺术剧院·经典话剧《雷雨�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01Fxbwvk2GdSNi124wk_!!2251059038.jpg,79,230,,南京保利大剧院大剧场,2022/7/4 14:39,2022/7/10 14:39,2022/7/30 14:39,2022/9/6 14:39,2,1,
开心麻花主题体验式喜剧《偷心晚宴�?深圳,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN016XWhMT2GdSNs5b8pQ_!!2251059038.png,48,510,,深圳开心麻花红山剧�?380匣子,2022/7/24 21:22,2022/7/24 21:22,2022/8/5 21:22,2022/9/6 21:22,2,1,
悬疑女王阿加莎·克里斯蒂传世巨�?《无人生还》（小说结尾版）,长沙,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01fz68eH2GdSNi1S8lX_!!2251059038.png,90,750,,长沙梅溪湖国际文化艺术中心大剧院,2022/6/30 15:37,2022/7/5 15:37,2022/7/23 15:37,2022/10/29 15:37,2,2
陕西人艺“茅奖三部曲”·陈彦同名小说改�?话剧《主角�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01a15fKL2GdSO7ZSvAa_!!2251059038.jpg,68,10,,广州大剧院歌剧厅,2022/2/24 4:24,2022/3/6 4:24,2022/4/4 4:24,2023/3/20 4:24,2,1,
开心麻花爆笑舞台剧 《动物视界�?厦门,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01x30M2U2GdSNvJ1Sww_!!2251059038.jpg,65,280,,厦门嘉庚剧院,2022/2/9 0:05,2022/2/19 0:05,2022/3/8 0:05,2022/7/9 0:05,2,1,
高分喜剧作品《蒋公的面子�?苏州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01jQu6582GdSODZ4xKW_!!2251059038.png,27,850,,苏州湾大剧院-歌剧�?2022-06-29 08:47:25,2022/6/29 8:47,2022/7/18 8:47,2023/1/1 8:47,2,1,,
【第二张半价】开心麻花悬疑作怪喜剧《同学会不会》杭州首�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01Wh4tDV2GdSNTe31Ob_!!2251059038.png,16,140,,杭州开心麻花剧�?2022-05-25 06:46:22,2022/6/2 6:46,2022/6/21 6:46,2023/4/2 6:46,2,1,,
开心麻花奇幻爆笑舞台剧 《动物视界》（自营演出�?珠海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01FaExzQ2GdSNnDf5l4_!!2251059038.jpg,63,430,,珠海大剧院歌剧厅,2022/1/22 4:58,2022/1/24 4:58,2022/2/3 4:58,2022/7/7 4:58,2,1,
【第十一届西安戏剧节 原力主场单元】话剧九人民国知识分子系列作品《春逝�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01a1PrzN2GdSNaPkLqc_!!2251059038.png,47,940,,陕西大剧�?戏剧�?2022-07-12 10:54:52,2022/7/14 10:54,2022/7/30 10:54,2022/9/26 10:54,2,1,,
2022青岛大剧院·抓马戏剧节 金星首部自导自演作品 舞台剧《日出�?青岛,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01m2WTgY2GdSNqVyF37_!!2251059038.jpg,57,520,,青岛大剧院歌剧厅,2022/3/29 2:57,2022/4/8 2:57,2022/4/30 2:57,2023/4/24 2:57,2,1,
【自营】郝蕾、马天宇主演  舞台剧《寄生虫�?长沙,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01o925Z72GdSNbl1qKq_!!2251059038.png,15,660,,长沙梅溪湖国际文化艺术中心大剧院,2022/5/17 22:52,2022/5/20 22:52,2022/6/4 22:52,2023/5/20 22:52,2,2,
【五一小长假】开心麻花经典悬疑大戏《窗前不止明月光�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01urDCuk2GdSO6rPVvW_!!2251059038.png,69,70,,杭州演艺·红星剧院,2022/2/17 20:34,2022/2/17 20:34,2022/3/7 20:34,2022/11/12 20:34,2,1,
韩国高口碑悬疑音乐剧《水曜日》（中文版）,昆明,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01kI4dzL2GdSNjA4Sot_!!2251059038.png,89,650,,昆明剧院大剧�?2022-03-10 03:24:26,2022/3/17 3:24,2022/4/12 3:24,2022/8/30 3:24,2,2,
夭蛾剧社小剧场荒诞喜剧《大流浪家�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01C61om12GdSO4InSKl_!!2251059038.apng,23,750,,鱼与剧场,2022/6/17 1:05,2022/6/18 1:05,2022/7/9 1:05,2022/10/4 1:05,2,1,
【四月限时特惠】加拿大国宝级艺术团队太阳马戏创排杭州《X秀》（原：X绮幻之境�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01aOyHp22GdSNwNgwSF_!!2251059038.png,86,630,,杭州新天地太阳剧�?2022-06-06 00:32:20,2022/6/10 0:32,2022/6/26 0:32,2023/2/2 0:32,2,1,,
音乐剧《沉默的真相�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01PFqREj2GdSNcxC0Hm_!!2251059038.jpg,59,20,,杭州大剧�?歌剧�?,2022/3/16 17:39,2022/3/19 17:39,2022/4/10 17:39,2022/11/16 17:39,2,1,
音乐剧《隐秘的角落�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01LzrXXi2GdSNWynnHD_!!2251059038.png,29,400,,四川大剧�?大剧�?2022-02-13 04:05:55,2022/2/22 4:05,2022/3/14 4:05,2023/2/22 4:05,2,1,,
【限时五折】开心麻花爆笑舞台剧《皇帝的新娘�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01UMA6bS2GdSL5Usuob_!!2251059038.png,27,40,,蝴蝶剧场(小百花越剧场),2022/5/10 3:18,2022/5/18 3:18,2022/6/8 3:18,2023/5/23 3:18,2,2,
【自营】天津人艺版 曹禺经典话剧《雷雨�?长沙,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN012KM3Gl2GdSO0gp4VA_!!2251059038.png,12,180,,长沙梅溪湖国际文化艺术中心大剧院,2022/4/7 8:30,2022/4/8 8:30,2022/4/23 8:30,2022/8/30 8:30,2,1,
【热放戏剧】暖心治愈剧《海岛便利店�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01TgHG9J2GdSNiRPaAu_!!2251059038.png,36,250,,大喜时代剧场,2022/4/14 13:26,2022/4/20 13:26,2022/5/9 13:26,2022/6/28 13:26,2,1,
浦发银行广州分行·女性艺术节 “新现场”高清放映·英国国家剧院《女王召见�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01240uUS2GdSOFnHG4z_!!2251059038.jpg,100,990,,广州大剧院实验剧�?2022-05-21 18:16:37,2022/5/24 18:16,2022/6/20 18:16,2022/10/7 18:16,2,2,,
2022青岛大剧院·抓马戏剧节 孟京辉戏剧作品《红与黑�?青岛,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01OrVwGY2GdSNiP5KAu_!!2251059038.jpg,51,650,,青岛大剧院歌剧厅,2022/1/28 5:20,2022/2/2 5:20,2022/2/21 5:20,2022/7/27 5:20,2,1,
孟京辉经典戏剧作品《恋爱的犀牛�?42722,上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01chxMta2GdSNTvK8Fd_!!2251059038.jpg,28,110,,上海大剧�?别克中剧�?2022-07-10 09:00:02,2022/7/16 9:00,2022/8/14 9:00,2023/7/4 9:00,2,1,
音乐剧《在远方�?上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01kfcYOi2GdSNR3LShR_!!2251059038.jpg,61,660,,上海文化广场,2022/1/25 3:27,2022/2/4 3:27,2022/2/18 3:27,2022/8/4 3:27,2,1,
沉浸式音乐剧《月亮与六便士�?上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01S74lUV2GdSNwVpA7N_!!2251059038.png,69,820,,星空�?15号·缪时客小剧�?2022-03-27 18:09:11,2022/3/28 18:09,2022/4/8 18:09,2022/8/4 18:09,2,1,,
音乐剧《粉丝来信�?深圳,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN016ZALJt2GdSNXvkJUz_!!2251059038.png,12,890,,光明文化艺术中心 演艺中心·大剧�?2022-05-12 19:41:27,2022/5/20 19:41,2022/6/2 19:41,2023/1/1 19:41,2,1,,
孟京辉经典戏剧作品《一个陌生女人的来信�?上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01qEmI752GdSNeiBbJw_!!2251059038.png,10,160,,浦东大戏�?2022-05-10 15:09:41,2022/5/12 15:09,2022/6/7 15:09,2022/11/14 15:09,2,1,,
【合作演出】染空间出品 中文原创音乐剧《人间失格》（厦门站）,厦门,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01d5shEl2GdSNmf827E_!!2251059038.jpg,40,760,,厦门嘉庚剧院,2022/4/11 18:18,2022/4/13 18:18,2022/4/30 18:18,2022/12/18 18:18,2,1
重喜剧《你若安好，那还得了》北纬零度出�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01rAGgCA2GdSNoW9Jri_!!2251059038.png,15,1000,,国民小剧�?2022-04-30 14:43:24,2022/5/7 14:43,2022/5/18 14:43,2022/7/14 14:43,2,1,,
田纳西·威廉斯经典话剧《欲望号街车�?海口,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01TnGAk32GdSO9r3HOU_!!2251059038.jpg,58,500,,海口湾演艺中�?2022-03-19 08:12:16,2022/3/29 8:12,2022/4/16 8:12,2022/6/12 8:12,2,2,,
原创音乐剧《传说》工作坊音乐�?北京,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01tRglsy2GdSNvilgyk_!!0-item_pic.jpg,80,540,,天桥艺术中心-小剧�?2022-03-27 11:12:40,2022/3/28 11:12,2022/4/23 11:12,2022/6/1 11:12,2,1,,
真实故事改编 成长治愈剧《做妈妈�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01ffUIrP2GdSNxsjckF_!!2251059038.jpg,15,170,,77文创园剧�?77剧场,2022/3/7 5:39,2022/3/10 5:39,2022/4/9 5:39,2022/6/9 5:39,2,1,
张歆艺领衔主演—荒诞现实主义话剧《我不是潘金莲》杭州站,杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN019QbXhi2GdSNkXBMql_!!2251059038.png,20,740,艺人：张歆艺,杭州剧院,2022/5/15 9:03,2022/5/16 9:03,2022/6/5 9:03,2023/1/11 9:03,2,2
开心麻花舞台剧《贼想得到你�?邯郸,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01RJZDYS2GdSNlIgZjC_!!2251059038.png,27,660,,邯郸大剧�?2022-04-10 10:04:49,2022/4/11 10:04,2022/5/7 10:04,2022/10/1 10:04,2,2,,
孟京辉经典戏剧作品《两只狗的生活意见�?北京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01wOFJQt2GdSNAk03rG_!!2251059038.jpg,35,800,,蜂巢剧场,2022/4/17 15:47,2022/4/20 15:47,2022/5/16 15:47,2022/9/9 15:47,2,1,
何念导演口碑悬疑剧《深渊�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01fqs8WW2GdSNbnifhA_!!2251059038.png,16,710,,广州大剧院歌剧厅,2022/7/13 10:00,2022/7/22 10:00,2022/8/11 10:00,2023/6/4 10:00,2,1,
舞台剧《繁花》第二季,上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01RXoaGg2GdSNTIRIfw_!!2251059038.jpg,18,10,,美琪大戏�?2022-03-22 11:46:09,2022/3/31 11:46,2022/4/19 11:46,2022/8/22 11:46,2,1,
话剧《红楼梦》（全本�?上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN0188ciEC2GdSO74iMLn_!!2251059038.png,12,390,,九棵树未来艺术中�?大剧�?2022-05-19 07:44:52,2022/5/28 7:44,2022/6/20 7:44,2023/3/26 7:44,2,1,,
2022青岛大剧院·抓马戏剧节 话剧《莎士比亚的罗朱�?青岛,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01F98MgQ2GdSNmgxNth_!!2251059038.jpg,78,420,,青岛大剧院歌剧厅,2022/2/23 2:16,2022/3/1 2:16,2022/3/23 2:16,2022/11/15 2:16,2,2,
【第二张半价】开心麻花爆笑舞台剧《飞谎腾达�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01gkJxPe2GdSLQluq1Q_!!2251059038.png,63,630,,杭州开心麻花剧�?2022-06-18 04:41:44,2022/6/25 4:41,2022/7/21 4:41,2023/3/31 4:41,2,2,,
开心麻花爆笑舞台剧《窗前不止明月光》（无锡�?022�?无锡,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01VcaFp82GdSNZ5MvT2_!!2251059038.png,58,940,,无锡大剧�?2022-04-19 10:31:34,2022/4/29 10:31,2022/5/22 10:31,2022/10/17 10:31,2,2,,
西安话剧院x新城剧场探案推理悬疑话剧《死无对证�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN018G93kF2GdSNqjnaqf_!!2251059038.png,21,750,,西安话剧院新城剧�?2022-02-01 15:19:58,2022/2/11 15:19,2022/2/25 15:19,2022/7/12 15:19,2,2,,
上海音乐厅管理有限公司制作出�?原创音乐剧《四两青春�?南京,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01c1gXvu2GdSO51tLSS_!!2-item_pic.png,59,910,,江苏大剧�?-戏剧�?2022-02-23 19:32:10,2022/2/24 19:32,2022/3/10 19:32,2022/9/10 19:32,2,2,,
成都繁星戏剧村丁一滕导演新程式戏剧《新西厢�?成都,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01dcwx7L2GdSNrPXaLs_!!2251059038.png,18,30,,繁星戏剧村·炉剧场,2022/2/25 4:49,2022/2/26 4:49,2022/3/14 4:49,2022/7/2 4:49,2,1,
2022.4.8-10陕西人艺年度钜献｜茅盾文学奖名作改编话剧《主角�?西安,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01IxhKWt2GdSNrlIZCI_!!2251059038.png,10,260,,陕西大剧�?歌剧�?2022-06-25 00:30:42,2022/6/28 0:30,2022/7/13 0:30,2022/11/8 0:30,2,2,,
【合作演出】天津人民艺术剧院·经典话剧《雷雨�?厦门,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01noSTYQ2GdSO4Ksyq9_!!2251059038.jpg,100,970,,厦门嘉庚剧院大剧�?2022-06-14 22:37:38,2022/6/16 22:37,2022/7/5 22:37,2023/3/8 22:37,2,1,,
外百老汇音乐剧《陪你倒数》中文版,上海,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01U7jN0f2GdSNCYnWZo_!!2251059038.png,49,680,,星空间中剧场,2022/3/20 13:07,2022/3/26 13:07,2022/4/6 13:07,2022/7/23 13:07,2,2
南京市文旅消费政府补贴剧�?2022南京戏剧节·茅盾文学奖改编·陈忠实作品·陕西人艺版话剧《白鹿原�?南京,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01hkZJmb2GdSNYTSdI6_!!2251059038.png,69,780,,南京保利大剧院大剧场,2022/1/4 2:36,2022/1/9 2:36,2022/2/5 2:36,2022/6/21 2:36,2,2,
乌镇戏剧节高口碑新作 话剧《霹雳�?广州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01yB11Zo2GdSNVhKG8C_!!2251059038.jpg,71,400,,广州大剧院实验剧�?2022-05-21 04:22:49,2022/5/28 4:22,2022/6/17 4:22,2022/11/30 4:22,2,2,,
东野圭吾悬疑舞台�?《回廊亭杀人事件�?杭州,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01exFpZY2GdSNMaT4T2_!!2251059038.png,87,490,,杭州剧院,2022/7/21 13:59,2022/7/21 13:59,2022/8/11 13:59,2023/6/18 13:59,2,1,
